Event,Date,UTC_Time,TimeControl,Result,White,Black,WhiteElo,BlackElo,ECO,Opening,TotalMoves,TimeCategory,TimeOfDay,GameLength,ResultClass,RatingDiff
Live Chess,2023.11.15,17:03:21,300,1-0,alekscottz,Sachi222,802,858,C20,,49,Blitz,Evening,Medium,Win,-56
Live Chess,2023.11.15,16:33:40,300,0-1,stonkiDE,alekscottz,751,792,B20,,80,Blitz,Afternoon,Long,Win,41
Live Chess,2023.11.15,16:24:48,300,0-1,alekscottz,Kettel13,785,862,B13,,36,Blitz,Afternoon,Medium,Loss,-77
Live Chess,2023.11.15,16:04:27,300,0-1,alekscottz,FightinFinn,792,874,C41,,114,Blitz,Afternoon,Long,Loss,-82
Live Chess,2023.11.14,00:37:53,300,1-0,Elsantista93,alekscottz,802,798,B40,,51,Blitz,Night,Medium,Loss,-4
Live Chess,2023.11.14,00:25:52,300,1-0,zvp80,alekscottz,797,806,D02,,52,Blitz,Night,Medium,Loss,9
Live Chess,2023.11.14,00:07:11,300,1-0,alekscottz,xenoooooooon,815,813,C55,,53,Blitz,Night,Medium,Win,2
Live Chess,2023.11.13,23:06:06,300,1/2-1/2,reign_0115,alekscottz,836,807,D02,,104,Blitz,Night,Long,Draw,-29
Live Chess,2023.11.13,22:16:06,300,0-1,jazz876,alekscottz,845,806,A46,,44,Blitz,Night,Medium,Win,-39
Live Chess,2023.11.13,21:49:42,300,1-0,glancingbeast300,alekscottz,772,797,D00,,27,Blitz,Night,Short,Loss,25
Live Chess,2023.11.13,21:43:11,300,1-0,alekscottz,wowitsusual,806,751,C24,,33,Blitz,Night,Medium,Win,55
Live Chess,2023.11.13,21:21:51,300,1-0,alekscottz,lprofe,799,869,C41,,67,Blitz,Night,Long,Win,-70
Live Chess,2023.11.13,21:17:56,300,0-1,TheKnownRyan,alekscottz,801,789,B20,,36,Blitz,Night,Medium,Win,-12
Live Chess,2023.11.13,20:27:01,300,0-1,alekscottz,noogabah,780,769,A04,,48,Blitz,Evening,Medium,Loss,11
Live Chess,2023.11.13,20:24:54,300,0-1,alekscottz,MilenM2,789,790,B50,,37,Blitz,Evening,Medium,Loss,-1
Live Chess,2023.11.13,20:22:18,300,0-1,tw50,alekscottz,762,797,D02,,16,Blitz,Evening,Short,Win,35
Live Chess,2023.11.13,17:32:59,300,0-1,alekscottz,danr82,789,772,B01,,100,Blitz,Evening,Long,Loss,17
Live Chess,2023.11.13,17:27:14,300,1-0,sydmort,alekscottz,828,798,D02,,17,Blitz,Evening,Short,Loss,-30
Live Chess,2023.11.13,17:24:03,300,0-1,allchessgo,alekscottz,826,806,B33,,32,Blitz,Evening,Medium,Win,-20
Live Chess,2023.11.13,17:15:45,300,1-0,ehartzel,alekscottz,738,797,B22,,53,Blitz,Evening,Medium,Loss,59
Live Chess,2023.11.13,13:58:25,300,1-0,alekscottz,hannjam,807,803,C54,,95,Blitz,Afternoon,Long,Win,4
Live Chess,2023.11.13,13:50:54,300,1-0,alekscottz,mateo_alonso,799,760,C53,,77,Blitz,Afternoon,Long,Win,39
Live Chess,2023.11.13,13:44:42,300,0-1,mynkchpr,alekscottz,788,792,B45,,58,Blitz,Afternoon,Medium,Win,4
Live Chess,2023.11.13,13:40:13,300,0-1,alekscottz,Gershon20,784,803,C50,,24,Blitz,Afternoon,Short,Loss,-19
Live Chess,2023.11.13,00:43:14,300,1-0,anjan21,alekscottz,812,783,B30,,49,Blitz,Night,Medium,Loss,-29
Live Chess,2023.11.13,00:35:37,300,0-1,alekscottz,mckay024,791,787,B13,,64,Blitz,Night,Long,Loss,4
Live Chess,2023.11.12,23:23:52,300,1-0,le0zer4,alekscottz,737,799,B33,,33,Blitz,Night,Medium,Loss,62
Live Chess,2023.11.12,21:29:15,300,0-1,alekscottz,speedus,809,830,B50,,36,Blitz,Night,Medium,Loss,-21
Live Chess,2023.11.12,20:28:10,300,0-1,jacuh90,alekscottz,775,817,C54,,86,Blitz,Evening,Long,Win,42
Live Chess,2023.11.12,20:11:49,300,1-0,mateslod,alekscottz,855,810,A00,,59,Blitz,Evening,Medium,Loss,-45
Live Chess,2023.11.12,20:00:07,300,1-0,pmalouk,alekscottz,800,817,B21,,45,Blitz,Evening,Medium,Loss,17
Live Chess,2023.11.12,19:03:55,300,1-0,alekscottz,reynoldransome,826,787,B07,,69,Blitz,Evening,Long,Win,39
Live Chess,2023.11.12,18:57:29,300,1-0,alekscottz,KingArthurok,819,812,C55,,57,Blitz,Evening,Medium,Win,7
Live Chess,2023.11.12,18:25:07,300,0-1,Blueseesky,alekscottz,759,811,B20,,66,Blitz,Evening,Long,Win,52
Live Chess,2023.11.12,17:48:27,300,0-1,alekscottz,Madman3081,804,831,C50,,34,Blitz,Evening,Medium,Loss,-27
Live Chess,2023.11.12,17:34:49,300,0-1,alekscottz,hbk_1998,812,809,B28,,44,Blitz,Evening,Medium,Loss,3
Live Chess,2023.11.12,17:20:01,300,1-0,a1exsn,alekscottz,791,820,B32,,31,Blitz,Evening,Medium,Loss,29
Live Chess,2023.11.12,04:17:37,300,1-0,alekscottz,BreezeMurphy,829,810,B30,,31,Blitz,Night,Medium,Win,19
Live Chess,2023.11.11,22:26:25,300,0-1,toikhongnho2246,alekscottz,794,821,D00,,64,Blitz,Night,Long,Win,27
Live Chess,2023.11.11,22:03:39,300,1/2-1/2,pshizz,alekscottz,792,813,B22,,77,Blitz,Night,Long,Draw,21
Live Chess,2023.11.11,21:45:58,300,0-1,alekscottz,allchessgo,814,840,B30,,64,Blitz,Night,Long,Loss,-26
Live Chess,2023.11.11,21:38:10,300,0-1,zefalon,alekscottz,826,822,B23,,58,Blitz,Night,Medium,Win,-4
Live Chess,2023.11.11,21:26:06,300,0-1,shmulikeis,alekscottz,813,814,B21,,132,Blitz,Night,Long,Win,1
Live Chess,2023.11.11,21:24:31,300,1-0,alekscottz,The_Real_Benyamin,806,834,B07,,23,Blitz,Night,Short,Win,-28
Live Chess,2023.11.11,20:39:59,300,0-1,alekscottz,kschindy,797,778,B13,,62,Blitz,Evening,Long,Loss,19
Live Chess,2023.11.11,16:08:41,300,0-1,rentrant,alekscottz,765,806,D02,,40,Blitz,Afternoon,Medium,Win,41
Live Chess,2023.11.11,03:43:14,300,0-1,RobertaMazzariello,alekscottz,825,799,D00,,112,Blitz,Night,Long,Win,-26
Live Chess,2023.11.10,20:43:00,300,1-0,MaxShmihel,alekscottz,791,790,D00,,23,Blitz,Evening,Short,Loss,-1
Live Chess,2023.11.10,17:47:42,300,1-0,alekscottz,kevinluc3,798,791,B50,,57,Blitz,Evening,Medium,Win,7
Live Chess,2023.11.10,17:38:40,300,1-0,alekscottz,niki1811,790,839,C23,,63,Blitz,Evening,Long,Win,-49
Live Chess,2023.11.10,17:30:40,300,1-0,alegandhi,alekscottz,794,780,B34,,13,Blitz,Evening,Short,Loss,-14
Live Chess,2023.11.10,17:14:47,300,0-1,alekscottz,FatalMistake91,788,775,C50,,8,Blitz,Evening,Short,Loss,13
Live Chess,2023.11.10,17:08:34,300,0-1,alekscottz,Madson6527,797,804,B00,,34,Blitz,Evening,Medium,Loss,-7
Live Chess,2023.11.10,16:42:03,300,0-1,Cicerostenant,alekscottz,763,805,D00,,96,Blitz,Afternoon,Long,Win,42
Live Chess,2023.11.10,16:35:35,300,1-0,alekscottz,ChrizChill_NL,798,801,C44,,43,Blitz,Afternoon,Medium,Win,-3
Live Chess,2023.11.10,04:14:56,300,1-0,cpb0,alekscottz,811,790,B30,,61,Blitz,Night,Long,Loss,-21
Live Chess,2023.11.09,15:58:00,300,1-0,alekscottz,Semper_Virens,798,801,C55,,77,Blitz,Afternoon,Long,Win,-3
Live Chess,2023.11.09,15:50:04,300,1-0,ImTeeJay1017,alekscottz,779,790,B23,,37,Blitz,Afternoon,Medium,Loss,11
Live Chess,2023.11.08,04:35:54,300,1/2-1/2,csmisrel,alekscottz,707,799,B30,,4,Blitz,Night,Short,Draw,92
Live Chess,2023.11.08,03:55:19,300,0-1,alekscottz,jashpork,801,858,B01,,40,Blitz,Night,Medium,Loss,-57
Live Chess,2023.11.08,03:44:25,300,1-0,alekscottz,dollarvigilante,808,793,B13,,111,Blitz,Night,Long,Win,15
Live Chess,2023.11.08,03:35:51,300,1-0,Burtieeee,alekscottz,753,800,B21,,61,Blitz,Night,Long,Loss,47
Let's Play!,2023.11.03,20:11:18,1/86400,1-0,alekscottz,speechan,1116,642,B13,,7,Daily,Evening,Short,Win,474
Live Chess,2023.11.07,20:38:48,300,1-0,Jakob2007Chess,alekscottz,792,810,B23,,35,Blitz,Evening,Medium,Loss,18
Live Chess,2023.11.07,20:19:25,300,1-0,AWhelan65,alekscottz,880,819,C20,,73,Blitz,Evening,Long,Loss,-61
Live Chess,2023.11.07,20:05:36,300,1/2-1/2,alekscottz,ToniJT,826,825,B50,,82,Blitz,Evening,Long,Draw,1
Live Chess,2023.11.07,20:01:27,300,0-1,alekscottz,jamieissad,826,815,B07,,36,Blitz,Evening,Medium,Loss,11
Live Chess,2023.11.07,17:59:45,300,0-1,alekscottz,santusan24,835,840,C20,,48,Blitz,Evening,Medium,Loss,-5
Live Chess,2023.11.07,17:26:17,300,0-1,alekscottz,VEGASMADE702,843,890,B00,,80,Blitz,Evening,Long,Loss,-47
Live Chess,2023.11.07,17:24:12,300,0-1,louvy32,alekscottz,856,850,B30,,15,Blitz,Evening,Short,Win,-6
Live Chess,2023.11.07,16:47:00,300,0-1,3no,alekscottz,812,841,B40,,58,Blitz,Afternoon,Medium,Win,29
Live Chess,2023.11.07,16:40:42,300,0-1,TeeTuh,alekscottz,910,833,B30,,38,Blitz,Afternoon,Medium,Win,-77
Live Chess,2023.11.07,16:30:33,300,1-0,alekscottz,Shankarmedic,823,816,C50,,81,Blitz,Afternoon,Long,Win,7
Live Chess,2023.11.07,16:19:11,300,0-1,LukeStephen_007,alekscottz,766,815,B30,,42,Blitz,Afternoon,Medium,Win,49
Live Chess,2023.11.06,20:50:52,300,0-1,Beingnaidd,alekscottz,767,808,B30,,120,Blitz,Evening,Long,Win,41
Live Chess,2023.11.06,15:07:18,300,0-1,JAM1798,alekscottz,784,801,E01,,52,Blitz,Afternoon,Medium,Win,17
Live Chess,2023.11.06,11:56:53,300,1-0,alekscottz,Nicolas_9681,793,765,C53,,77,Blitz,Morning,Long,Win,28
Live Chess,2023.11.05,22:05:37,300,0-1,alekscottz,GimGomfromZorpZorp,785,812,C50,,60,Blitz,Night,Long,Loss,-27
Live Chess,2023.11.05,17:24:51,300,0-1,alekscottz,ToastyStoemp,793,727,B01,,56,Blitz,Evening,Medium,Loss,66
Live Chess,2023.11.05,17:19:43,300,0-1,alekscottz,AhmedHaleem_249,803,819,C55,,42,Blitz,Evening,Medium,Loss,-16
Live Chess,2023.11.05,16:46:19,300,0-1,henkvannoord,alekscottz,774,811,B21,,76,Blitz,Afternoon,Long,Win,37
Live Chess,2023.11.05,14:33:39,300,0-1,alekscottz,1yanea,803,771,C50,,54,Blitz,Afternoon,Medium,Loss,32
Live Chess,2023.11.05,02:39:43,300,1-0,FCMono,alekscottz,860,812,B30,,91,Blitz,Night,Long,Loss,-48
Live Chess,2023.11.05,02:15:18,300,1-0,fabrll,alekscottz,799,819,B30,,29,Blitz,Night,Short,Loss,20
Live Chess,2023.11.05,01:58:54,300,1-0,waltermunoz,alekscottz,912,828,B21,,33,Blitz,Night,Medium,Loss,-84
Live Chess,2023.11.04,15:17:43,300,0-1,alekscottz,dyedhalo1,834,857,C20,,56,Blitz,Afternoon,Medium,Loss,-23
Let's Play!,2023.10.31,17:43:37,1/86400,1-0,alekscottz,dylandpv,1116,991,B00,,7,Daily,Evening,Short,Win,125
Live Chess,2023.11.03,22:25:43,300,1-0,petxr,alekscottz,882,842,B30,,31,Blitz,Night,Medium,Loss,-40
Live Chess,2023.11.03,17:21:04,300,1-0,alekscottz,Arktos34,849,816,B30,,99,Blitz,Evening,Long,Win,33
Let's Play!,2023.10.28,18:49:08,1/86400,0-1,speechan,alekscottz,642,1116,B21,,8,Daily,Evening,Short,Win,474
Live Chess,2023.11.02,23:35:33,300,0-1,hernanhansen,alekscottz,865,841,B20,,64,Blitz,Night,Long,Win,-24
Live Chess,2023.11.01,00:25:59,300,0-1,alekscottz,robertinosd,832,820,C55,,70,Blitz,Night,Long,Loss,12
Live Chess,2023.10.31,20:20:45,300,0-1,alekscottz,adapascal,841,854,C50,,64,Blitz,Evening,Long,Loss,-13
Live Chess,2023.10.31,19:08:05,300,1-0,alekscottz,Alamenga,849,853,B06,,83,Blitz,Evening,Long,Win,-4
Live Chess,2023.10.31,18:56:49,300,0-1,getThaid,alekscottz,816,840,A00,,42,Blitz,Evening,Medium,Win,24
Live Chess,2023.10.31,18:52:29,300,1-0,alekscottz,rory225,832,786,B10,,23,Blitz,Evening,Short,Win,46
Live Chess,2023.10.31,15:57:57,300,0-1,TheRoosterDentist,alekscottz,845,825,D00,,46,Blitz,Afternoon,Medium,Win,-20
Live Chess,2023.10.31,13:20:28,300,0-1,itsmeuyr,alekscottz,732,816,B30,,66,Blitz,Afternoon,Long,Win,84
Live Chess,2023.10.31,03:25:11,300,0-1,alekscottz,eastcoastchessplaya,810,778,B07,,56,Blitz,Night,Medium,Loss,32
Let's Play!,2023.10.13,14:22:30,1/259200,1-0,alekscottz,lord_krondor,1116,1018,C24,,63,Daily,Afternoon,Long,Win,98
Live Chess,2023.10.30,04:09:54,300,0-1,fuze88888,alekscottz,800,819,B33,,49,Blitz,Night,Medium,Win,19
Live Chess,2023.10.29,23:15:04,300,0-1,alekscottz,danielepstein4,811,874,C24,,16,Blitz,Night,Short,Loss,-63
Live Chess,2023.10.29,23:02:56,300,1/2-1/2,little_billiards,alekscottz,822,818,B22,,106,Blitz,Night,Long,Draw,-4
Live Chess,2023.10.29,22:51:05,300,1-0,alekscottz,BBTorCA,818,734,B13,,93,Blitz,Night,Long,Win,84
Live Chess,2023.10.29,22:41:49,300,1-0,Towfiq075,alekscottz,781,812,D00,,57,Blitz,Night,Medium,Loss,31
Live Chess,2023.10.29,22:28:03,300,1-0,Morsunding,alekscottz,836,821,D10,,61,Blitz,Night,Long,Loss,-15
Live Chess,2023.10.29,20:53:24,300,0-1,alekscottz,JVILLAJ,829,872,C50,,14,Blitz,Evening,Short,Loss,-43
Live Chess,2023.10.29,20:52:59,300,1-0,alekscottz,Elrumbis,836,855,B20,,9,Blitz,Evening,Short,Win,-19
Live Chess,2023.10.29,20:43:20,300,0-1,alekscottz,Gabi_Gaste,827,798,C50,,78,Blitz,Evening,Long,Loss,29
Let's Play!,2023.10.28,19:29:15,1/86400,0-1,dylandpv,alekscottz,991,1116,D00,,2,Daily,Evening,Short,Win,125
Live Chess,2023.10.29,20:36:39,300,1-0,RP_Penguin,alekscottz,824,836,D00,,33,Blitz,Evening,Medium,Loss,12
Live Chess,2023.10.29,20:28:24,300,0-1,codytza1,alekscottz,782,845,A35,,80,Blitz,Evening,Long,Win,63
Live Chess,2023.10.29,20:06:45,300,0-1,alekscottz,Hobbit58,838,899,C50,,76,Blitz,Evening,Long,Loss,-61
Live Chess,2023.10.29,17:16:46,300,0-1,alekscottz,SledgeHam,845,823,B07,,20,Blitz,Evening,Short,Loss,22
Live Chess,2023.10.29,16:51:01,300,0-1,dtk0747,alekscottz,830,854,D00,,44,Blitz,Afternoon,Medium,Win,24
Live Chess,2023.10.29,16:39:09,300,0-1,luizhenriquefurbino,alekscottz,815,846,B21,,180,Blitz,Afternoon,Long,Win,31
Live Chess,2023.10.29,16:27:27,300,1-0,SpiderPigUK901,alekscottz,950,838,B22,,125,Blitz,Afternoon,Long,Loss,-112
Live Chess,2023.10.29,15:33:09,300,0-1,alekscottz,theburter,844,812,C01,,44,Blitz,Afternoon,Medium,Loss,32
Live Chess,2023.10.29,00:12:13,300,1-0,alekscottz,straiber,853,856,B27,,52,Blitz,Night,Medium,Win,-3
Live Chess,2023.10.28,20:32:13,300,0-1,ShortyLeah,alekscottz,794,845,B30,,64,Blitz,Evening,Long,Win,51
Live Chess,2023.10.28,19:29:26,300,1-0,alekscottz,ntomic9,838,711,C00,,43,Blitz,Evening,Medium,Win,127
Live Chess,2023.10.28,17:48:48,300,0-1,alekscottz,twdant,833,888,C00,,62,Blitz,Evening,Long,Loss,-55
Live Chess,2023.10.28,17:44:21,300,0-1,Lomechusa,alekscottz,838,840,D02,,40,Blitz,Evening,Medium,Win,2
Live Chess,2023.10.28,17:31:13,300,0-1,alekscottz,Katiana_conejo,832,864,C44,,126,Blitz,Evening,Long,Loss,-32
Live Chess,2023.10.28,16:48:58,300,1-0,alekscottz,LRiuzaki,840,868,B13,,85,Blitz,Afternoon,Long,Win,-28
Live Chess,2023.10.28,14:00:50,300,1/2-1/2,ZabraPen,alekscottz,850,831,B30,,117,Blitz,Afternoon,Long,Draw,-19
Live Chess,2023.10.28,04:28:32,300,1-0,mjmallen,alekscottz,849,831,D20,,97,Blitz,Night,Long,Loss,-18
Live Chess,2023.10.28,04:01:35,300,0-1,AbaddonNergal,alekscottz,793,839,A07,,86,Blitz,Night,Long,Win,46
Live Chess,2023.10.28,02:07:18,300,0-1,alekscottz,CAPNBEEFSART,832,845,C54,,26,Blitz,Night,Short,Loss,-13
Live Chess,2023.10.28,02:00:34,300,1-0,alekscottz,ginubioO,840,850,B22,,53,Blitz,Night,Medium,Win,-10
Live Chess,2023.10.27,21:59:11,300,0-1,airbandit,alekscottz,827,831,D00,,58,Blitz,Night,Medium,Win,4
Live Chess,2023.10.27,21:51:16,300,1-0,seslinger,alekscottz,818,823,B30,,57,Blitz,Night,Medium,Loss,5
Live Chess,2023.10.27,21:44:22,300,1-0,PwnThis,alekscottz,811,832,B20,,65,Blitz,Night,Long,Loss,21
Live Chess,2023.10.27,21:32:29,300,0-1,alekscottz,Juluis304,841,821,B13,,98,Blitz,Night,Long,Loss,20
Live Chess,2023.10.27,19:23:05,300,0-1,alekscottz,majorkong21,850,826,B28,,68,Blitz,Evening,Long,Loss,24
Live Chess,2023.10.27,19:16:22,300,0-1,alekscottz,enriquesanroman,859,885,C24,,30,Blitz,Evening,Medium,Loss,-26
Live Chess,2023.10.27,19:12:18,300,0-1,DrResilience,alekscottz,837,867,A07,,38,Blitz,Evening,Medium,Win,30
Live Chess,2023.10.27,18:18:13,300,1-0,adamj92,alekscottz,959,859,B23,,5,Blitz,Evening,Short,Loss,-100
Live Chess,2023.10.27,18:10:31,300,1-0,vichardmode,alekscottz,891,865,B33,,77,Blitz,Evening,Long,Loss,-26
Live Chess,2023.10.27,17:58:21,300,0-1,alekscottz,ACNUS,873,925,C24,,12,Blitz,Evening,Short,Loss,-52
Live Chess,2023.10.27,04:53:06,300,0-1,alekscottz,spunkyoz,880,908,C00,,46,Blitz,Night,Medium,Loss,-28
Live Chess,2023.10.27,04:45:54,300,1-0,alekscottz,Yrmy777,888,914,C55,,101,Blitz,Night,Long,Win,-26
Live Chess,2023.10.27,04:34:28,300,0-1,RioRick,alekscottz,819,879,D20,,66,Blitz,Night,Long,Win,60
Live Chess,2023.10.27,04:26:17,300,0-1,popsrules2,alekscottz,849,872,B21,,124,Blitz,Night,Long,Win,23
Live Chess,2023.10.27,04:21:13,300,1-0,alekscottz,jazz876,864,828,B13,,9,Blitz,Night,Short,Win,36
Live Chess,2023.10.26,23:13:10,300,0-1,alekscottz,fprmapp,857,867,B06,,68,Blitz,Night,Long,Loss,-10
Live Chess,2023.10.26,23:02:06,300,0-1,alekscottz,CJA308,865,912,B13,,34,Blitz,Night,Medium,Loss,-47
Live Chess,2023.10.26,22:59:18,300,0-1,MegaKulasic,alekscottz,837,872,C36,,30,Blitz,Night,Medium,Win,35
Live Chess,2023.10.26,22:57:42,300,1-0,newtonraphsonn,alekscottz,842,864,C46,,17,Blitz,Night,Short,Loss,22
Live Chess,2023.10.26,22:47:20,300,0-1,solarspion,alekscottz,921,873,B21,,52,Blitz,Night,Medium,Win,-48
Live Chess,2023.10.26,19:04:26,300,0-1,alekscottz,stevejacobshb,863,845,B10,,74,Blitz,Evening,Long,Loss,18
Live Chess,2023.10.26,18:48:11,300,0-1,alekscottz,daveyjonesdefence,872,911,C20,,140,Blitz,Evening,Long,Loss,-39
Live Chess,2023.10.26,01:46:21,300,0-1,alekscottz,Jeroo5,879,943,C24,,24,Blitz,Night,Short,Loss,-64
Live Chess,2023.10.25,19:23:33,300,1-0,hcynoMnitsuJ,alekscottz,861,886,B30,,69,Blitz,Evening,Long,Loss,25
Live Chess,2023.10.25,18:43:13,300,1-0,Reck1964,alekscottz,915,895,D07,,95,Blitz,Evening,Long,Loss,-20
Live Chess,2023.10.25,18:38:06,300,0-1,jayjayserenaya,alekscottz,901,903,D02,,42,Blitz,Evening,Medium,Win,2
Live Chess,2023.10.25,00:52:34,300,1-0,alekscottz,thetire,895,883,C00,,77,Blitz,Night,Long,Win,12
Live Chess,2023.10.24,20:22:47,300,1-0,alekscottz,Tatiana-and-Peter,887,850,C23,,119,Blitz,Evening,Long,Win,37
Live Chess,2023.10.24,18:00:17,300,0-1,alekscottz,BarryAnton,880,876,C01,,64,Blitz,Evening,Long,Loss,4
Live Chess,2023.10.24,17:52:36,300,0-1,GigiCelest,alekscottz,934,888,B21,,64,Blitz,Evening,Long,Win,-46
Live Chess,2023.10.24,07:18:22,300,0-1,beth1299,alekscottz,884,879,D00,,82,Blitz,Morning,Long,Win,-5
Live Chess,2023.10.24,07:08:25,300,0-1,Jaime151815,alekscottz,872,871,B30,,78,Blitz,Morning,Long,Win,-1
Live Chess,2023.10.24,07:03:00,300,1-0,alekscottz,PORTO404,863,835,B30,,31,Blitz,Morning,Medium,Win,28
Live Chess,2023.10.24,05:46:36,300,1-0,alekscottz,marc_hechanova,855,875,C50,,79,Blitz,Morning,Long,Win,-20
Live Chess,2023.10.24,05:28:45,300,1-0,LeadBellyLuffy,alekscottz,901,846,B20,,63,Blitz,Morning,Long,Loss,-55
Live Chess,2023.10.24,05:13:14,300,0-1,alekscottz,Dave_7801,853,874,B13,,46,Blitz,Morning,Medium,Loss,-21
Live Chess,2023.10.24,04:56:46,300,1-0,sinibon,alekscottz,872,861,B20,,47,Blitz,Night,Medium,Loss,-11
Live Chess,2023.10.24,01:59:23,300,1-0,ZacToTheFuture,alekscottz,1013,869,B22,,67,Blitz,Night,Long,Loss,-144
Live Chess,2023.10.24,01:52:13,300,1-0,alecdromero,alekscottz,845,874,B22,,79,Blitz,Night,Long,Loss,29
Live Chess,2023.10.24,01:11:50,300,1-0,alekscottz,PeakyIslander,883,798,B13,,45,Blitz,Night,Medium,Win,85
Live Chess,2023.10.23,23:25:55,300,0-1,alekscottz,NiallCopp1,877,922,B01,,32,Blitz,Night,Medium,Loss,-45
Live Chess,2023.10.23,23:21:45,300,1-0,alekscottz,sarpicus,884,875,C55,,51,Blitz,Night,Medium,Win,9
Live Chess,2023.10.23,20:26:55,300,1-0,Fezza27,alekscottz,921,876,B30,,31,Blitz,Evening,Medium,Loss,-45
Live Chess,2023.10.23,17:37:23,300,0-1,alekscottz,matthewmacro,883,921,B10,,44,Blitz,Evening,Medium,Loss,-38
Live Chess,2023.10.23,17:12:27,300,1-0,chad0m,alekscottz,814,891,B21,,47,Blitz,Evening,Medium,Loss,77
Live Chess,2023.10.23,13:40:38,300,0-1,alekscottz,m2jid,901,936,C23,,18,Blitz,Afternoon,Short,Loss,-35
Live Chess,2023.10.22,15:31:17,300,1-0,alekscottz,AsgerWulf,909,892,B07,,123,Blitz,Afternoon,Long,Win,17
Live Chess,2023.10.22,15:16:17,300,1-0,yagotnipet,alekscottz,963,901,B23,,39,Blitz,Afternoon,Medium,Loss,-62
Live Chess,2023.10.22,15:14:40,300,1-0,Saxony77,alekscottz,914,908,D02,,25,Blitz,Afternoon,Short,Loss,-6
Live Chess,2023.10.22,15:10:42,300,1-0,cochon34,alekscottz,936,916,D02,,19,Blitz,Afternoon,Short,Loss,-20
