GameID,Event,Site,Date,UTC_Time,TimeControl,Result,Termination,Variant,White,Black,WhiteElo,BlackElo,ECO,Opening,TotalMoves,NumCaptures,NumChecks,Promotions,WhiteCastled,BlackCastled,FinalMaterial
1,Let's Play!,Chess.com,2024.12.21,19:54:33,1/259200,1-0,speechan won on time,,speechan,alekscottz,792,1230,B21,,67,17,1,0,True,True,KPPPPPR vs KPPPPPPR
2,Live Chess,Chess.com,2025.01.25,19:17:44,300+2,0-1,alekscottz won by checkmate,,RyanM-98,alekscottz,1561,1323,B22,,136,26,13,2,True,True,K vs KPPQQ
3,Let's Play!,Chess.com,2025.01.10,04:54:03,1/259200,1-0,lord_krondor won on time,,lord_krondor,alekscottz,1125,1230,A34,,19,4,0,0,True,True,KBBNPPPPPPPQRR vs KBNNPPPPPPPQRR
4,Live Chess,Chess.com,2025.01.25,00:19:51,600,0-1,alekscottz won by resignation,,lord_krondor,alekscottz,925,1389,A00,,74,21,3,0,True,True,KPPP vs KPPPPPQ
5,Let's Play!,Chess.com,2025.01.10,04:54:09,1/259200,0-1,lord_krondor won on time,,alekscottz,lord_krondor,1265,1090,B07,,16,0,0,0,True,False,KBBNNPPPPPPPPQRR vs KBBNNPPPPPPPPQRR
6,Live Chess,Chess.com,2025.01.25,00:09:53,600,1-0,alekscottz won by checkmate,,alekscottz,lord_krondor,1389,925,B06,,51,9,4,0,False,True,KBBNPPPPPRR vs KNPPPPPPPQRR
7,Live Chess,Chess.com,2025.01.25,00:01:24,600,0-1,alekscottz won by resignation,,lord_krondor,alekscottz,925,1389,A34,,44,10,1,0,True,True,KBNPPPPPPPQR vs KBNPPPPPQR
8,Live Chess,Chess.com,2025.01.24,23:41:20,600,1-0,alekscottz won by resignation,,alekscottz,lord_krondor,1389,925,B23,,49,11,4,0,True,True,KNPPPPPPQRR vs KNPPPPPPRR
9,Live Chess,Chess.com,2025.01.24,23:39:53,600,1-0,lord_krondor won by resignation,,lord_krondor,alekscottz,925,1389,A30,,17,2,0,0,False,False,KBBNNPPPPPPPQRR vs KBBNNPPPPPPPQRR
10,Live Chess,Chess.com,2025.01.24,23:30:11,600,0-1,lord_krondor won by resignation,,alekscottz,lord_krondor,1389,925,B06,,48,14,2,0,True,True,KBPPPPPPQ vs KPPPPPPQR
11,Live Chess,Chess.com,2025.01.24,23:27:01,600,1/2-1/2,Game drawn by agreement,,lord_krondor,alekscottz,925,1389,A41,,27,6,0,0,True,True,KBNPPPPPPPQRR vs KBNPPPPPPPQRR
12,Live Chess,Chess.com,2025.01.24,23:05:37,600,1/2-1/2,Game drawn by insufficient material,,alekscottz,lord_krondor,1389,925,B06,,97,29,7,0,True,True,K vs KN
13,Let's Play!,Chess.com,2025.01.10,02:09:09,1/86400,1-0,liamplayingchezz won on time,,liamplayingchezz,alekscottz,746,1306,A43,,9,2,0,0,False,False,KBBNNPPPPPPPQRR vs KBBNNPPPPPPPQRR
14,Live Chess,Chess.com,2025.01.18,16:50:38,300+2,0-1,YakultProbioticDrink won by resignation,,alekscottz,YakultProbioticDrink,1303,1164,C25,,119,25,14,0,True,True,KR vs KNPPR
15,Live Chess,Chess.com,2025.01.18,16:33:58,300+2,1/2-1/2,Game drawn by repetition,,SomethingTDK,alekscottz,1405,1320,B20,,118,23,17,0,True,True,KPPRR vs KPRR
16,Live Chess,Chess.com,2025.01.18,16:19:09,300+2,0-1,alekscottz won by checkmate,,sheep451,alekscottz,1581,1317,B20,,136,28,16,2,True,True,K vs KQQ
17,Live Chess,Chess.com,2025.01.18,15:59:38,300+2,0-1,KillrKermit won on time,,alekscottz,KillrKermit,1297,1770,B01,,116,20,4,0,True,True,KBPPPPPR vs KNPR
18,Live Chess,Chess.com,2025.01.11,19:35:35,300+2,1-0,liftingTheExponent won by resignation,,liftingTheExponent,alekscottz,1472,1299,E91,,45,7,1,0,True,True,KBNPPPPPPPQRR vs KNPPPPPPPQRR
19,Live Chess,Chess.com,2025.01.11,19:17:46,300+2,1-0,alekscottz won by checkmate,,alekscottz,liftingTheExponent,1299,1472,B10,,65,12,5,0,False,True,KNPPPPPPQR vs KBNPPPPPQR
20,Live Chess,Chess.com,2025.01.11,18:16:50,300+2,1-0,liftingTheExponent won by resignation,,liftingTheExponent,alekscottz,1472,1299,A60,,161,26,7,1,True,True,KBP vs KPP
21,Live Chess,Chess.com,2025.01.11,18:00:00,300+2,0-1,liftingTheExponent won on time,,alekscottz,liftingTheExponent,1299,1472,B23,,74,13,0,0,True,True,KBPPPPPPRR vs KBPPPPPRR
22,Let's Play!,Chess.com,2024.12.09,04:29:41,1/259200,0-1,alekscottz won on time,,lord_krondor,alekscottz,1049,1306,A00,,42,9,0,0,True,True,KBBNPPPPQRR vs KBNNPPPPPQRR
23,Let's Play!,Chess.com,2025.01.03,02:33:11,1/86400,1-0,alekscottz won by resignation,,alekscottz,liamplayingchezz,1295,746,C25,,49,13,5,0,True,False,KBNPPPPPQR vs KNPPPPQRR
24,Let's Play!,Chess.com,2024.12.28,06:03:28,1/86400,1-0,liamplayingchezz won by resignation,,liamplayingchezz,alekscottz,746,1295,A43,,35,6,0,0,False,True,KBBNPPPPPPQRR vs KBBNPPPPPPQRR
25,Let's Play!,Chess.com,2024.12.23,00:33:04,1/259200,0-1,alekscottz won on time,,dylandpv,alekscottz,895,1295,A43,,8,2,0,0,False,False,KBBNNPPPPPPPQRR vs KBBNNPPPPPPPQRR
26,Let's Play!,Chess.com,2025.02.20,01:42:12,1/86400,1-0,kyleeadell won by resignation,,kyleeadell,alekscottz,236,1230,B10,,36,8,1,0,True,True,KBNPPPPPQRR vs KBNPPPPPPPQRR
27,Live Chess,Chess.com,2025.02.22,19:44:15,300+2,1-0,alekscottz won by checkmate,,alekscottz,KeyanTheGreat,1326,1258,C25,,21,7,2,0,True,False,KBNPPPPPPQRR vs KBNPPPPPPPQRR
28,Live Chess,Chess.com,2025.02.22,19:29:58,300+2,1-0,cheesetheorange won by resignation,,cheesetheorange,alekscottz,1348,1317,B13,,47,11,0,0,True,True,KBPPPPPPPQRR vs KNNPPPPQR
29,Live Chess,Chess.com,2025.02.22,19:14:52,300+2,1-0,oscarcmc won on time,,oscarcmc,alekscottz,1638,1328,D15,,77,19,10,0,False,False,KPPPPQR vs KNPPPR
30,Live Chess,Chess.com,2025.02.22,18:59:12,300+2,0-1,qzingoes won on time,,alekscottz,qzingoes,1331,1798,B01,,82,18,9,0,True,True,KBPPPPR vs KPPPPRR
31,Let's Play!,Chess.com,2025.02.05,06:25:44,1/259200,0-1,alekscottz won by resignation,,liamplayingchezz,alekscottz,746,1230,D02,,60,14,1,0,True,True,KBPPPPPR vs KBNPPPPPRR
32,Live Chess,Chess.com,2025.02.19,17:10:00,180+2,1/2-1/2,Game drawn by agreement,,juju831375,alekscottz,1356,1333,A00,,0,0,0,0,False,False,KBBNNPPPPPPPPQRR vs KBBNNPPPPPPPPQRR
33,Let's Play!,Chess.com,2025.02.08,22:06:29,1/259200,0-1,alekscottz won on time,,speechan,alekscottz,848,1230,B12,,26,4,2,0,True,True,KBNNPPPPPPPQRR vs KBNNPPPPPPPQRR
34,Live Chess,Chess.com,2025.02.15,19:39:47,300+2,0-1,TheworldsChessmaster won by resignation,,alekscottz,TheworldsChessmaster,1332,766,B11,,60,13,1,0,True,True,KBBPPPPPR vs KNPPPPPQRR
35,Live Chess,Chess.com,2025.02.15,19:29:51,300+2,1-0,HorseGOAT won by resignation,,HorseGOAT,alekscottz,1184,1354,D02,,85,23,14,0,True,True,KPPPPR vs KPP
36,Live Chess,Chess.com,2025.02.15,19:13:46,300+2,0-1,alekscottz won by checkmate,,RedstoneLogic,alekscottz,1189,1372,B13,,104,26,14,0,True,True,KP vs KNPQ
37,Live Chess,Chess.com,2025.02.15,18:58:55,300+2,0-1,Darhaal won by checkmate,,alekscottz,Darhaal,1366,1479,C25,,102,26,7,0,True,True,KPR vs KPQ
38,Live Chess,Chess.com,2025.02.08,21:05:20,300+2,1-0,alekscottz won by checkmate,,alekscottz,shoadi,1375,1653,C68,,93,22,15,1,True,True,KBPPPPQ vs KPP
39,Live Chess,Chess.com,2025.02.08,20:48:42,300+2,0-1,alekscottz won by resignation,,ShrekWazowski,alekscottz,1452,1354,B10,,80,20,2,0,True,True,KBPPP vs KNPPPPR
40,Live Chess,Chess.com,2025.02.08,20:31:41,300+2,0-1,alekscottz won by resignation,,AKKGavin,alekscottz,1515,1338,D00,,175,28,14,1,True,True,K vs KPR
41,Live Chess,Chess.com,2025.02.08,20:15:59,300+2,0-1,ChrisPBaconator won by resignation,,alekscottz,ChrisPBaconator,1319,1625,C00,,68,18,3,0,True,True,KPPPPR vs KPPPPPRR
42,Let's Play!,Chess.com,2025.01.27,04:39:05,1/259200,0-1,speechan won on time,,alekscottz,speechan,1230,848,B10,,36,7,2,0,False,False,KBPPPPPPPPQRR vs KBNPPPPPPQRR
43,Let's Play!,Chess.com,2025.01.27,04:39:13,1/259200,1-0,alekscottz won by resignation,,alekscottz,liamplayingchezz,1230,746,C25,,57,18,5,0,True,True,KPPPPPQR vs KBPPPR
44,Live Chess,Chess.com,2025.04.01,04:00:49,180+2,1-0,smalls3390 won by resignation,,smalls3390,alekscottz,1287,1288,B10,,40,12,3,0,True,True,KNPPPPPPQR vs KNPPPPPPQR
45,Live Chess,Chess.com,2025.04.01,03:56:16,180+2,0-1,alekscottz won by checkmate,,sm00z,alekscottz,1225,1296,B13,,66,17,5,0,True,True,KNPPPPRR vs KPPPPPR
46,Live Chess,Chess.com,2025.04.01,03:47:43,180+2,1-0,alekscottz won by checkmate,,alekscottz,alphaNineX,1289,1281,B23,,71,16,3,0,True,True,KNPPPQRR vs KBPPPQRR
47,Live Chess,Chess.com,2025.04.01,03:37:28,180+2,1/2-1/2,Game drawn by stalemate,,SiIverrFoxx,alekscottz,1303,1281,D35,,112,28,6,2,True,True,K vs KQQ
48,Live Chess,Chess.com,2025.04.01,03:33:07,180+2,1-0,alekscottz won by resignation,,alekscottz,TranVanKk,1280,1291,B01,,46,14,1,0,True,True,KPPPPPPPRR vs KBPPPPPP
49,Live Chess,Chess.com,2025.04.01,03:22:56,180+2,1-0,alekscottz won by checkmate,,alekscottz,FryEmUpDan,1271,1294,B11,,93,15,5,0,True,True,KBPPPPPQR vs KPPPPPPR
50,Live Chess,Chess.com,2025.03.31,22:40:37,180+2,1/2-1/2,Game drawn by insufficient material,,sniblet,alekscottz,1253,1262,B13,,125,28,12,0,True,True,KN vs KN
51,Live Chess,Chess.com,2025.03.31,22:33:30,180+2,0-1,KnightsFun won by resignation,,alekscottz,KnightsFun,1262,1276,B01,,14,4,0,0,False,False,KBBNNPPPPPPRR vs KBBNNPPPPPPPQRR
52,Live Chess,Chess.com,2025.03.31,22:22:12,180+2,1-0,alekscottz won by checkmate,,alekscottz,sebaria,1270,1234,B01,,47,14,2,0,True,True,KBBPPPPPPQ vs KNPPPPPR
53,Live Chess,Chess.com,2025.03.31,22:18:01,180+2,1-0,mr_wheels326 won by checkmate,,mr_wheels326,alekscottz,1247,1262,D06,,35,8,1,0,True,True,KBBPPPPPPQRR vs KBNPPPPPPQRR
54,Live Chess,Chess.com,2025.03.31,19:13:09,180+2,0-1,comp1exGG won by resignation,,alekscottz,comp1exGG,1271,1283,B07,,45,14,3,0,True,True,KBBNPPPPPR vs KBNPPPRR
55,Live Chess,Chess.com,2025.03.31,19:02:50,180+2,0-1,alekscottz won on time,,du70,alekscottz,1278,1279,B12,,140,24,19,0,True,True,KR vs KNPPPR
56,Live Chess,Chess.com,2025.03.31,18:56:10,180+2,0-1,alekscottz won by resignation,,mohammad_haji,alekscottz,1300,1271,D10,,52,12,0,0,True,True,KBPPPPPPR vs KNPPPPPPPRR
57,Live Chess,Chess.com,2025.03.31,18:20:43,180+2,1-0,alekscottz won on time,,alekscottz,MarkAPG,1262,1245,B23,,47,11,3,0,True,True,KNPPPPPPPQR vs KNPPPPPPQR
58,Live Chess,Chess.com,2025.03.31,17:19:05,180+2,0-1,alekscottz won on time,,kjv98,alekscottz,1242,1254,B15,,108,27,15,0,True,True,KBP vs KR
59,Live Chess,Chess.com,2025.03.31,17:06:56,180+2,1-0,alekscottz won by resignation,,alekscottz,alexglauer,1246,1223,C30,,169,28,29,0,False,False,KNP vs K
60,Live Chess,Chess.com,2025.03.31,16:40:50,180+2,0-1,OXYZO won by resignation,,alekscottz,OXYZO,1238,1279,B10,,52,11,1,0,True,True,KPPPPPPQRR vs KNPPPPPPQRR
61,Live Chess,Chess.com,2025.03.31,16:36:39,180+2,1-0,alekscottz won by checkmate,,alekscottz,NickzQD,1245,1231,C00,,53,10,3,0,True,True,KBPPPPPPPQRR vs KNPPPPPPQR
62,Live Chess,Chess.com,2025.03.31,16:34:58,180+2,1-0,AJallday691 won by resignation,,AJallday691,alekscottz,1284,1237,B10,,15,4,0,0,False,False,KBBNPPPPPPPQRR vs KBBNNPPPPPPPRR
63,Live Chess,Chess.com,2025.03.31,15:17:46,180+2,0-1,Dmitriy149 won by resignation,,alekscottz,Dmitriy149,1244,1263,B01,,97,19,16,0,True,False,KBPPPP vs KBPPPPR
64,Live Chess,Chess.com,2025.03.31,04:01:56,180+2,0-1,LawJoyss won by resignation,,alekscottz,LawJoyss,1252,1232,C25,,46,15,4,0,True,True,KPPPPPPQR vs KPPPPQRR
65,Live Chess,Chess.com,2025.03.31,03:41:28,180+2,0-1,alekscottz won by resignation,,samuelb99,alekscottz,1237,1261,D10,,80,19,2,0,True,True,KPPPPR vs KPPPPPR
66,Live Chess,Chess.com,2025.03.31,03:13:15,180+2,1-0,Amit_Samanta16 won by resignation,,Amit_Samanta16,alekscottz,1257,1253,B13,,21,3,0,0,True,True,KBBNNPPPPPPPQRR vs KBBNPPPPPPPQRR
67,Live Chess,Chess.com,2025.03.31,02:26:44,180+2,1-0,straight_outta_saigon won by resignation,,straight_outta_saigon,alekscottz,1323,1261,B13,,35,11,0,0,True,True,KBNPPPPPPRR vs KPPPPPPPRR
68,Live Chess,Chess.com,2025.03.31,02:14:10,180+2,0-1,azxcvbnm910 won by resignation,,alekscottz,azxcvbnm910,1268,1282,C25,,82,20,4,0,True,True,KBPPP vs KPPPPRR
69,Live Chess,Chess.com,2025.03.31,01:31:01,180+2,1-0,lugaw1 won on time,,lugaw1,alekscottz,1309,1276,B10,,75,17,3,0,True,True,KBPPPPQR vs KPPPPPQ
70,Live Chess,Chess.com,2025.03.31,01:26:03,180+2,0-1,alekscottz won - game abandoned,,marsv100,alekscottz,1265,1284,A15,,46,15,0,0,False,True,KNNPPPR vs KNNPPPPPPR
71,Live Chess,Chess.com,2025.03.31,01:11:45,180+2,1-0,alekscottz won by resignation,,alekscottz,straight_outta_saigon,1276,1314,C25,,99,26,11,0,True,True,KPPR vs KR
72,Live Chess,Chess.com,2025.03.31,00:13:55,180+2,1-0,Hector0208 won by resignation,,Hector0208,alekscottz,1264,1267,A03,,37,9,2,0,True,False,KBNPPPPPPQRR vs KBBNPPPPPQR
73,Live Chess,Chess.com,2025.03.31,00:04:22,180+2,1-0,alekscottz won by resignation,,alekscottz,Double12C,1275,1250,C28,,83,25,6,1,True,True,KPPQ vs KPP
74,Live Chess,Chess.com,2025.03.30,22:30:07,180+2,0-1,pawnduu won by resignation,,alekscottz,pawnduu,1267,1264,B01,,62,18,1,0,True,True,KNPPPR vs KNPPPPRR
75,Live Chess,Chess.com,2025.03.30,22:19:48,180+2,0-1,alekscottz won on time,,amitsinhanagpur,alekscottz,1302,1275,D00,,84,20,4,0,False,True,KPPPPR vs KPPPPR
76,Live Chess,Chess.com,2025.03.30,22:08:08,180+2,1-0,alekscottz won by resignation,,alekscottz,Viftor1,1266,1252,C25,,97,28,9,0,True,True,KPR vs K
77,Live Chess,Chess.com,2025.03.30,21:58:34,180+2,0-1,alekscottz won by checkmate,,Korobskura,alekscottz,1308,1258,B10,,64,20,4,0,True,True,KPPPQR vs KPPPQR
78,Live Chess,Chess.com,2025.03.30,21:55:53,180+2,1-0,alekscottz won by resignation,,alekscottz,Ali_Basha4,1248,1252,C25,,25,5,1,0,False,True,KBBNPPPPPPQRR vs KBNNPPPPPPPQRR
79,Live Chess,Chess.com,2025.03.30,21:47:50,180+2,0-1,alekscottz won by resignation,,robertroc,alekscottz,1207,1239,D02,,80,19,2,0,True,True,KPPPP vs KBPPPPPQ
80,Live Chess,Chess.com,2025.03.30,20:25:26,180+2,1-0,Dronningbonde won by resignation,,Dronningbonde,alekscottz,1207,1231,D00,,41,15,2,0,True,True,KNNPPPPPQ vs KNNPPPPP
81,Live Chess,Chess.com,2025.03.30,20:19:53,180+2,0-1,Kwasiking12 won by resignation,,alekscottz,Kwasiking12,1240,1272,B23,,54,14,0,0,True,True,KPPPPPQR vs KBBPPPPPQR
82,Live Chess,Chess.com,2025.03.30,19:46:58,180+2,1/2-1/2,Game drawn by agreement,,Natali_kr,alekscottz,1246,1248,B15,,111,26,7,0,True,True,KPR vs KPR
83,Live Chess,Chess.com,2025.03.30,16:50:27,180+2,0-1,Allburnttoast won by resignation,,alekscottz,Allburnttoast,1248,1206,B23,,72,21,5,0,True,True,KBRR vs KBPPPRR
84,Live Chess,Chess.com,2025.03.30,16:11:38,180+2,0-1,alekscottz won on time,,TheDolik,alekscottz,1164,1257,D20,,82,23,0,0,True,True,KNPP vs KBPPP
85,Live Chess,Chess.com,2025.03.30,16:08:43,180+2,1-0,alekscottz won by resignation,,alekscottz,Sifer89,1251,1234,B11,,15,6,0,0,False,False,KBBNPPPPPPPQRR vs KBNNPPPPPQRR
86,Live Chess,Chess.com,2025.03.30,00:40:18,180+2,1-0,AmilaAmilaAmilaAmila won by resignation,,AmilaAmilaAmilaAmila,alekscottz,1278,1243,B10,,27,11,2,0,False,False,KBNPPPPPPRR vs KBBNPPPPPR
87,Live Chess,Chess.com,2025.03.29,23:11:42,180+2,0-1,MTGRules won by resignation,,alekscottz,MTGRules,1251,1308,B06,,58,18,0,0,True,True,KBPPQR vs KBPPPPQR
88,Live Chess,Chess.com,2025.03.29,23:00:00,180+2,1-0,alekscottz won by resignation,,alekscottz,datdukey,1258,1238,B15,,95,24,17,0,True,True,KPPQ vs KPPP
89,Live Chess,Chess.com,2025.03.29,21:32:32,180+2,1-0,SirSlawomir won by resignation,,SirSlawomir,alekscottz,1275,1250,B13,,197,27,4,0,True,True,KBP vs KP
90,Live Chess,Chess.com,2025.03.29,21:16:37,180+2,1-0,miilan23 won by resignation,,miilan23,alekscottz,1352,1258,D23,,61,10,0,0,True,True,KNPPPPPPQRR vs KPPPPPPPQRR
91,Live Chess,Chess.com,2025.03.29,20:54:54,180+2,0-1,dangerphone won by resignation,,alekscottz,dangerphone,1264,1260,B23,,88,20,9,0,True,True,KBPR vs KNPPPPRR
92,Live Chess,Chess.com,2025.03.29,20:42:25,180+2,0-1,alekscottz won by resignation,,Mahmoud_Abdelhamed,alekscottz,1244,1273,B10,,72,18,6,0,True,True,KPPPPPP vs KNPPPPP
93,Live Chess,Chess.com,2025.03.29,20:34:47,180+2,0-1,alekscottz won by checkmate,,kq75,alekscottz,1206,1265,A00,,48,11,5,0,True,True,KBNPPPPPQRR vs KBNPPPPQRR
94,Live Chess,Chess.com,2025.03.29,18:52:58,300+2,0-1,avtrit3204 won by resignation,,alekscottz,avtrit3204,1258,1382,C25,,30,8,2,0,True,True,KBBNPPPPPPPR vs KBBPPPPPPQRR
95,Live Chess,Chess.com,2025.03.29,18:36:53,300+2,1/2-1/2,Game drawn by insufficient material,,PranavThobhani18,alekscottz,1423,1264,B13,,94,30,11,0,True,True,K vs K
96,Live Chess,Chess.com,2025.03.29,18:21:57,300+2,0-1,alekscottz won by resignation,,Xvenger22,alekscottz,1445,1260,B13,,116,25,5,0,True,True,KB vs KBPPP
97,Live Chess,Chess.com,2025.03.29,18:03:42,300+2,0-1,FlatToenail won by resignation,,alekscottz,FlatToenail,1248,1621,B01,,104,24,3,0,True,True,KBP vs KPPPQ
98,Live Chess,Chess.com,2025.03.28,19:29:14,180+2,0-1,rgasser won by resignation,,alekscottz,rgasser,1250,1285,B10,,72,23,4,0,True,True,KPPP vs KPPPR
99,Live Chess,Chess.com,2025.03.28,18:04:21,600,0-1,alekscottz won by resignation,,colton_wins,alekscottz,968,1516,C28,,32,11,6,0,False,False,KBPPPPPQRR vs KBNPPPPPQRR
100,Live Chess,Chess.com,2025.03.28,17:58:23,600,1-0,alekscottz won by resignation,,alekscottz,colton_wins,1516,968,B01,,62,15,4,1,True,True,KBPPPPPPQ vs KNPPPPPP
101,Live Chess,Chess.com,2025.03.28,17:46:03,600,0-1,alekscottz won by checkmate,,colton_wins,alekscottz,968,1516,A43,,44,10,3,0,True,True,KNNPPPPPQR vs KBBPPPPPPQRR
102,Live Chess,Chess.com,2025.03.28,17:32:44,600,1-0,alekscottz won by checkmate,,alekscottz,colton_wins,1516,968,B01,,111,29,8,1,True,True,KQ vs K
103,Live Chess,Chess.com,2025.03.28,17:28:40,600,0-1,alekscottz won by resignation,,colton_wins,alekscottz,968,1516,B10,,30,8,1,0,True,False,KNPPPPPPQRR vs KBBPPPPPPPQRR
104,Live Chess,Chess.com,2025.03.28,15:38:03,180+2,0-1,Xsi won by resignation,,alekscottz,Xsi,1258,1209,C00,,54,10,4,0,True,True,KBNNPPPPPQR vs KBBNPPPPPQR
105,Live Chess,Chess.com,2025.03.28,15:21:56,180+2,1-0,gabael won by resignation,,gabael,alekscottz,1296,1268,B10,,95,22,6,1,True,True,KBPPPPR vs KPP
106,Live Chess,Chess.com,2025.03.28,14:44:36,180+2,1/2-1/2,Game drawn by repetition,,alekscottz,sauce12345,1276,1246,B23,,65,17,10,0,True,True,KPPPPPQR vs KPPPQRR
107,Live Chess,Chess.com,2025.03.28,14:36:04,180+2,0-1,WINEDOKENT won by resignation,,alekscottz,WINEDOKENT,1277,1314,B23,,60,17,9,0,True,True,KNNPPR vs KNPPPPPQR
108,Live Chess,Chess.com,2025.03.28,14:31:10,180+2,1-0,tetezouzou won by resignation,,tetezouzou,alekscottz,1283,1285,B13,,35,8,1,0,True,True,KNNPPPPPPQRR vs KNPPPPPPPQRR
109,Live Chess,Chess.com,2025.03.28,01:08:54,300,1-0,alekscottz won by resignation,,alekscottz,colton_wins,1293,717,B01,,71,18,4,0,True,True,KPPPPPPPR vs KPPPR
110,Live Chess,Chess.com,2025.03.28,01:06:09,300,0-1,alekscottz won by resignation,,colton_wins,alekscottz,717,1293,D00,,35,12,2,0,True,True,KPPPPPPQR vs KPPPPPPPQRR
111,Live Chess,Chess.com,2025.03.28,01:02:38,300,1-0,alekscottz won by checkmate,,alekscottz,colton_wins,1293,717,C25,,31,10,8,0,True,False,KBBPPPPPQRR vs KBBPPPPPQRR
112,Live Chess,Chess.com,2025.03.28,00:57:03,300,0-1,alekscottz won by checkmate,,colton_wins,alekscottz,717,1293,B10,,54,12,9,0,False,True,KPPPPPPRR vs KBPPPPPPPRR
113,Live Chess,Chess.com,2025.03.28,00:48:14,300,1-0,alekscottz won by checkmate,,alekscottz,colton_wins,1293,717,B01,,109,26,9,1,True,False,KNPPQ vs K
114,Live Chess,Chess.com,2025.03.28,00:47:34,300,0-1,alekscottz won by resignation,,colton_wins,alekscottz,717,1293,B10,,8,4,0,0,False,False,KBNNPPPPPPPQRR vs KBBNNPPPPPPQRR
115,Live Chess,Chess.com,2025.03.28,00:22:25,180+2,1-0,alekscottz won on time,,alekscottz,mrfloatymcboatface,1293,1298,B01,,71,17,8,0,True,True,KBNPPPR vs KNPPPPPR
116,Live Chess,Chess.com,2025.03.27,18:17:21,600,1-0,colton_wins won by resignation,,colton_wins,alekscottz,1079,1516,B10,,7,3,0,0,False,False,KBBNNPPPPPPPQRR vs KBBNNPPPPPPQRR
117,Live Chess,Chess.com,2025.03.27,18:07:30,600,0-1,colton_wins won by resignation,,alekscottz,colton_wins,1516,1079,B01,,39,7,1,0,False,False,KBNPPPPPPPQRR vs KBNPPPPPPQRR
118,Live Chess,Chess.com,2025.03.27,17:55:30,600,0-1,alekscottz won by checkmate,,colton_wins,alekscottz,1079,1516,D02,,66,21,13,0,True,True,KPP vs KNPPPPPQ
119,Live Chess,Chess.com,2025.03.27,17:48:13,180+2,0-1,alekscottz won by resignation,,unswcse,alekscottz,1295,1285,B12,,36,10,2,0,True,False,KBNPPPPPQR vs KBPPPPPPPQRR
120,Live Chess,Chess.com,2025.03.27,17:41:15,180+2,0-1,jules33333333 won by resignation,,alekscottz,jules33333333,1276,1276,B23,,50,11,2,0,True,True,KBNPPPPPPQR vs KBPPPPPQRR
121,Live Chess,Chess.com,2025.03.27,17:34:48,180+2,1-0,alekscottz won on time,,alekscottz,Olifatas,1285,1262,B23,,53,15,2,0,True,True,KNPPPPQRR vs KNPPPPRR
122,Live Chess,Chess.com,2025.03.27,15:01:29,180+2,0-1,DomMathis won by checkmate,,alekscottz,DomMathis,1277,1309,B12,,56,19,1,0,True,True,KNPPPQR vs KPPPQR
123,Live Chess,Chess.com,2025.03.27,14:52:39,180+2,0-1,alekscottz won by checkmate,,Themula32,alekscottz,1286,1285,A46,,84,18,7,0,True,True,KBPPPPPQ vs KBPPQR
124,Live Chess,Chess.com,2025.03.27,14:50:45,180+2,1-0,hmthor won by resignation,,hmthor,alekscottz,1268,1276,B15,,23,4,1,0,False,False,KBNNPPPPPPPQRR vs KBNNPPPPPPPQRR
125,Live Chess,Chess.com,2025.03.27,04:45:10,180+2,0-1,lampokfung won by resignation,,alekscottz,lampokfung,1286,1235,C28,,62,24,4,0,True,True,KPPPP vs KPQ
126,Live Chess,Chess.com,2025.03.27,04:36:44,180+2,0-1,alekscottz won on time,,mjp0105,alekscottz,1330,1297,B10,,74,15,2,0,True,True,KNPPPPPR vs KPPPPPPRR
127,Live Chess,Chess.com,2025.03.27,04:25:51,180+2,1-0,Prodigal888 won by resignation,,Prodigal888,alekscottz,1334,1286,D02,,61,16,4,0,True,True,KPPPPPQR vs KNNPPPQR
128,Live Chess,Chess.com,2025.03.26,23:58:14,180+2,1-0,alekscottz won by resignation,,alekscottz,fiber_bundles,1295,1258,B12,,83,23,11,0,True,True,KNPPP vs KPPP
129,Live Chess,Chess.com,2025.03.26,23:55:39,180+2,0-1,georgios735 won by resignation,,alekscottz,georgios735,1286,1317,B10,,37,10,2,0,True,False,KNNPPPPQRR vs KBNPPPPPPPQR
130,Live Chess,Chess.com,2025.03.26,03:02:51,600,1-0,alekscottz won by resignation,,alekscottz,michdam3,1516,1482,B10,,97,19,7,0,True,True,KPPPPPR vs KPPPPR
131,Live Chess,Chess.com,2025.03.26,02:05:54,600,0-1,alekscottz won - game abandoned,,yudhamitha,alekscottz,1507,1508,B15,,104,25,10,0,True,True,KP vs KPPPR
132,Live Chess,Chess.com,2025.03.26,01:52:55,600,0-1,alekscottz won by resignation,,DaiAoRyu,alekscottz,1461,1500,D00,,52,9,0,0,True,True,KBBPPPPPQRR vs KBNPPPPPPQRR
133,Live Chess,Chess.com,2025.03.26,01:48:50,600,0-1,alekscottz won by resignation,,salaheldinsameh,alekscottz,1500,1493,B12,,39,8,2,0,True,True,KNPPPPPPQRR vs KBNPPPPPPPQRR
134,Live Chess,Chess.com,2025.03.26,01:25:25,600,1-0,alekscottz won on time,,alekscottz,RaedAlhajj,1484,1484,C25,,99,21,10,0,True,True,KPPPPRR vs KPPR
135,Live Chess,Chess.com,2025.03.26,01:19:25,600,0-1,Ahm1941 won by resignation,,alekscottz,Ahm1941,1476,1512,C25,,48,10,1,0,True,True,KBNPPPPPPRR vs KNNPPPPPPQR
136,Live Chess,Chess.com,2025.03.26,01:16:40,180+2,1-0,les_barbus won by resignation,,les_barbus,alekscottz,1246,1296,B10,,37,9,2,0,True,True,KBNNPPPPPPQRR vs KBNNPPPPPQ
