GameID,Event,Site,Date,UTC_Time,TimeControl,Result,Termination,Variant,White,Black,WhiteElo,BlackElo,ECO,Opening,TotalMoves,NumCaptures,NumChecks,Promotions,WhiteCastled,BlackCastled,FinalMaterial
3516,Live Chess,Chess.com,2023.12.30,16:35:48,300,0-1,alekscottz won by checkmate,,Glasgow_3,alekscottz,962,985,D02,,78,21,5,2,True,True,KPPPP vs KBPPPQ
3517,Live Chess,Chess.com,2023.12.30,16:26:21,300,1-0,vlad1010ss won by resignation,,vlad1010ss,alekscottz,976,977,A00,,91,19,8,0,False,True,KPPPPPR vs KPPPPR
3518,Live Chess,Chess.com,2023.12.30,16:12:02,300,1-0,alekscottz won by resignation,,alekscottz,DomiiVx,985,922,D43,,87,24,7,0,True,True,KPPRR vs KPR
3519,Live Chess,Chess.com,2023.12.30,15:52:51,300,1-0,alekscottz won by resignation,,alekscottz,damonxwind,978,978,D06,,56,16,2,0,True,True,KNPPPPPR vs KPPPPPRR
3520,Live Chess,Chess.com,2023.12.30,15:39:05,300,1-0,alekscottz won by resignation,,alekscottz,JongRothers,970,934,D10,,81,22,9,0,True,True,KPPQR vs KPPPR
3521,Let's Play!,Chess.com,2023.12.26,21:46:12,1/86400,1-0,alekscottz won by resignation,,alekscottz,liamplayingchezz,1116,746,D31,,43,15,3,0,True,False,KNPPPPPRR vs KBPPPPRR
3522,Live Chess,Chess.com,2023.12.30,03:19:48,300,0-1,alekscottz won by checkmate,,Jad0ube,alekscottz,907,963,B30,,96,23,5,1,True,False,KP vs KPPPQRR
3523,Live Chess,Chess.com,2023.12.30,03:15:33,300,0-1,alekscottz won by resignation,,moiven,alekscottz,959,956,B22,,24,5,2,0,True,False,KBBNPPPPPPQRR vs KBBNPPPPPPPQRR
3524,Live Chess,Chess.com,2023.12.30,03:11:00,300,0-1,cpalexander won by checkmate,,alekscottz,cpalexander,948,1044,E00,,32,7,2,0,True,True,KBNPPPPPPPQRR vs KBNPPPPPPPQR
3525,Live Chess,Chess.com,2023.12.29,19:17:56,300,0-1,hpx7 won by checkmate,,alekscottz,hpx7,954,1019,A40,,46,7,1,0,True,True,KBBPPPPPPQRR vs KBNPPPPPPPQRR
3526,Live Chess,Chess.com,2023.12.29,19:08:51,300,1-0,justneeplayer won by resignation,,justneeplayer,alekscottz,905,961,B21,,43,14,5,0,True,True,KNNPPPPPPR vs KNNPPPPR
3527,Live Chess,Chess.com,2023.12.28,23:16:39,300,1-0,alekscottz won on time,,alekscottz,adrianWTF,971,962,D31,,53,11,1,0,True,False,KBPPPPPQRR vs KBNPPPPPQRR
3528,Live Chess,Chess.com,2023.12.28,23:06:42,300,0-1,alekscottz won by resignation,,schnauzsermordedores,alekscottz,950,963,A43,,46,14,0,0,True,True,KBPPPPPR vs KBNPPPPQRR
3529,Live Chess,Chess.com,2023.12.28,22:55:01,300,0-1,alekscottz won by checkmate,,Chrxxxs,alekscottz,966,955,B22,,116,22,15,1,True,True,KPP vs KBNPPQR
3530,Live Chess,Chess.com,2023.12.28,21:43:16,300,0-1,AAM9126 won by resignation,,alekscottz,AAM9126,946,964,D20,,72,18,3,0,True,True,KPPPR vs KPPPPPPRR
3531,Live Chess,Chess.com,2023.12.28,17:21:59,300,1-0,2000FCVVS won on time,,2000FCVVS,alekscottz,964,954,B23,,75,18,0,0,True,True,KPPPQR vs KNPPPPPQ
3532,Live Chess,Chess.com,2023.12.27,14:50:06,300,1-0,FabioDL won by resignation,,FabioDL,alekscottz,1018,962,B20,,67,24,5,0,True,True,KPPPQ vs KPP
3533,Live Chess,Chess.com,2023.12.27,14:42:51,300,1-0,alekscottz won by resignation,,alekscottz,Admiral_Gial_Akbar,969,861,A40,,65,18,3,0,True,True,KPPPPR vs KPPPPPPP
3534,Live Chess,Chess.com,2023.12.27,14:38:55,300,1-0,alekscottz won by resignation,,alekscottz,Denis19944,963,937,D20,,47,17,0,0,True,True,KNPPPQRR vs KPPPPQR
3535,Live Chess,Chess.com,2023.12.27,14:33:06,300,1-0,marcemi won by checkmate,,marcemi,alekscottz,934,955,B23,,53,7,6,0,False,True,KBBNPPPPPQRR vs KBBNPPPPPPQRR
3536,Live Chess,Chess.com,2023.12.27,00:53:26,300,1-0,alekscottz won on time,,alekscottz,andrew525dev,964,961,D06,,79,15,2,0,True,True,KPPPPPRR vs KBNPPPPPR
3537,Live Chess,Chess.com,2023.12.27,00:14:52,300,1-0,ceelregien won by checkmate,,ceelregien,alekscottz,947,956,B20,,9,1,1,0,False,False,KBBNNPPPPPPPPQRR vs KBBNNPPPPPPPQRR
3538,Live Chess,Chess.com,2023.12.26,22:47:29,300,1-0,alekscottz won on time,,alekscottz,QuentinFa,965,970,D31,,89,21,6,0,True,True,KPPPQR vs KPPPR
3539,Live Chess,Chess.com,2023.12.26,22:30:49,300,0-1,alekscottz won by checkmate,,Hidden_Process,alekscottz,928,956,B27,,76,19,4,1,True,True,KPPPPP vs KPPPPQR
3540,Live Chess,Chess.com,2023.12.26,22:24:47,300,1-0,alekscottz won by resignation,,alekscottz,Ilbuoncesco,948,912,A40,,27,6,0,0,True,True,KBBNPPPPPPPQRR vs KBNPPPPPPPQR
3541,Live Chess,Chess.com,2023.12.26,22:08:26,300,1-0,alekscottz won by resignation,,alekscottz,Kyle_Willemsen,941,971,E61,,50,14,1,0,True,True,KBPPPPPQRR vs KPPPPQRR
3542,Live Chess,Chess.com,2023.12.26,21:53:12,300,0-1,alekscottz won by resignation,,oscar1V,alekscottz,953,932,E00,,84,21,4,0,True,True,KBPP vs KBPPPPP
3543,Live Chess,Chess.com,2023.12.26,21:51:52,300,0-1,Fjordey won by checkmate,,alekscottz,Fjordey,923,981,A40,,16,4,2,0,False,False,KBNNPPPPPPPQRR vs KBNNPPPPPPPQRR
3544,Live Chess,Chess.com,2023.12.26,21:30:10,300,0-1,alekscottz won by resignation,,sljhhc,alekscottz,959,930,B51,,46,12,1,0,True,True,KBPPPPPRR vs KBBPPPPPPRR
3545,Live Chess,Chess.com,2023.12.26,21:16:55,300,0-1,SeinfeldVision won on time,,alekscottz,SeinfeldVision,921,979,E61,,92,23,6,0,True,True,KPPR vs KBPPP
3546,Live Chess,Chess.com,2023.12.26,19:22:20,300,1-0,vicbenoli won on time,,vicbenoli,alekscottz,949,928,B07,,91,17,7,0,True,False,KPPPPPR vs KNPPPPPP
3547,Live Chess,Chess.com,2023.12.26,19:07:17,300,1-0,shrav18 won by resignation,,shrav18,alekscottz,950,936,B31,,67,18,0,1,True,True,KBPPPPQR vs KBPPPP
3548,Live Chess,Chess.com,2023.12.26,19:00:04,300,0-1,alekscottz won by resignation,,KMS500,alekscottz,960,944,A43,,52,15,10,0,False,False,KPPPPPPR vs KBNNPPPPR
3549,Live Chess,Chess.com,2023.12.26,18:51:21,300,0-1,SyntaxException won by checkmate,,alekscottz,SyntaxException,935,920,D31,,58,17,3,0,True,True,KBPPPPPR vs KPPPPRR
3550,Let's Play!,Chess.com,2023.12.23,21:23:51,1/86400,1-0,liamplayingchezz won on time,,liamplayingchezz,alekscottz,746,1116,A40,,9,0,0,0,False,False,KBBNNPPPPPPPPQRR vs KBBNNPPPPPPPPQRR
3551,Live Chess,Chess.com,2023.12.25,02:15:24,300,0-1,TindoMas won by resignation,,alekscottz,TindoMas,944,959,A40,,70,23,7,0,True,True,KPPP vs KPPPQ
3552,Live Chess,Chess.com,2023.12.25,01:16:07,300,1-0,PedroChenski won by resignation,,PedroChenski,alekscottz,982,952,B08,,37,14,3,0,True,True,KPPPPPPQRR vs KPPPPPRR
3553,Live Chess,Chess.com,2023.12.24,23:49:54,300,0-1,AndreaMas02 won by resignation,,alekscottz,AndreaMas02,960,941,D07,,22,5,1,0,False,False,KBNPPPPPPPQRR vs KBBNPPPPPPPQRR
3554,Live Chess,Chess.com,2023.12.24,23:38:18,300,1-0,alekscottz won by checkmate,,alekscottz,barackolypse,969,955,D10,,115,28,13,2,True,True,KQQ vs K
3555,Live Chess,Chess.com,2023.12.24,23:28:47,300,0-1,alekscottz won on time,,Zenas777,alekscottz,951,961,B23,,106,27,11,1,True,True,K vs KNPQ
3556,Live Chess,Chess.com,2023.12.24,22:18:50,300,0-1,alekscottz won by resignation,,henrybaileyeco,alekscottz,936,953,A43,,54,16,1,0,True,False,KNPPPP vs KBNPPPPPPP
3557,Live Chess,Chess.com,2023.12.24,22:09:22,300,0-1,AlfilDuro2 won by resignation,,alekscottz,AlfilDuro2,945,955,E61,,60,22,2,0,True,True,KPP vs KPPPPRR
3558,Live Chess,Chess.com,2023.12.24,22:01:05,300,1-0,alekscottz won by checkmate,,alekscottz,AlfilDuro2,954,913,D10,,71,23,8,1,True,True,KPQQ vs KPPPR
3559,Live Chess,Chess.com,2023.12.24,21:20:33,300,0-1,Hvalladares won by resignation,,alekscottz,Hvalladares,946,937,A43,,50,13,1,0,True,True,KNPPPPPRR vs KBNPPPPPPQ
3560,Live Chess,Chess.com,2023.12.24,21:11:10,300,1-0,jakeshaulis won by resignation,,jakeshaulis,alekscottz,998,955,B76,,59,16,8,0,True,True,KBNPPQRR vs KBPPPPPQ
3561,Let's Play!,Chess.com,2023.12.18,13:55:32,1/86400,0-1,alekscottz won on time,,josetapia123,alekscottz,853,1116,B23,,6,0,0,0,False,False,KBBNNPPPPPPPPQRR vs KBBNNPPPPPPPPQRR
3562,Live Chess,Chess.com,2023.12.24,20:26:23,300,0-1,SuperRamp won by resignation,,alekscottz,SuperRamp,962,955,A53,,50,14,5,0,False,True,KBPPPQR vs KPPPPPPPQRR
3563,Live Chess,Chess.com,2023.12.24,20:15:45,300,0-1,alekscottz won on time,,xullo,alekscottz,865,971,B32,,80,22,7,0,True,True,KPPPR vs KPPPP
3564,Live Chess,Chess.com,2023.12.24,20:14:04,300,1-0,RazzaBeast won by checkmate,,RazzaBeast,alekscottz,908,965,A04,,29,7,1,0,True,True,KBNPPPPPPPQRR vs KBBPPPPPPQRR
3565,Live Chess,Chess.com,2023.12.24,20:10:32,300,1-0,bennito21 won by resignation,,bennito21,alekscottz,1058,975,B21,,35,12,2,0,True,False,KNNPPPPPPQRR vs KNPPPQRR
3566,Live Chess,Chess.com,2023.12.24,16:17:04,300,1-0,alekscottz won by checkmate,,alekscottz,xaine24,981,945,A40,,67,18,2,0,True,True,KBNPPPPPQ vs KPPQR
3567,Live Chess,Chess.com,2023.12.24,01:47:19,300,1/2-1/2,Game drawn by insufficient material,,mdeapedro,alekscottz,946,974,A30,,130,30,13,2,True,True,K vs K
3568,Live Chess,Chess.com,2023.12.24,01:38:13,300,1-0,alekscottz won by checkmate,,alekscottz,nurfed1,975,953,D10,,75,19,3,0,True,True,KNPPPPR vs KPPPPR
3569,Live Chess,Chess.com,2023.12.24,00:24:17,300,0-1,begichess32 won by resignation,,alekscottz,begichess32,967,912,D30,,38,11,0,0,True,True,KNNPPPPPPRR vs KBPPPPPQRR
3570,Live Chess,Chess.com,2023.12.24,00:12:00,300,0-1,petigris won by checkmate,,alekscottz,petigris,977,980,A40,,40,12,1,0,True,True,KPPPPPPQRR vs KBPPPPPPQR
3571,Live Chess,Chess.com,2023.12.24,00:07:29,300,1-0,flaxfrax won by resignation,,flaxfrax,alekscottz,989,985,B20,,63,16,3,0,False,True,KBPPPPPQR vs KPPPPPR
3572,Live Chess,Chess.com,2023.12.23,23:55:00,300,1/2-1/2,Game drawn by repetition,,mafue12,alekscottz,981,993,B32,,124,22,17,1,True,True,KPPPR vs KPPPR
3573,Live Chess,Chess.com,2023.12.23,22:59:03,300,0-1,NeverSawIt won by checkmate,,alekscottz,NeverSawIt,993,1036,D10,,44,5,7,0,True,True,KBBNPPPPPPQRR vs KBBNPPPPPPPQRR
3574,Live Chess,Chess.com,2023.12.23,22:58:01,120+1,1-0,SANGIGIU won by checkmate,,SANGIGIU,alekscottz,768,820,B20,,13,1,1,0,False,False,KBBNNPPPPPPPPQRR vs KBBNNPPPPPPPQRR
3575,Live Chess,Chess.com,2023.12.23,22:47:14,120+1,0-1,alekscottz won on time,,Prodigal_Son15,alekscottz,800,838,B22,,90,19,8,0,True,True,KPPPPR vs KNNPPPP
3576,Live Chess,Chess.com,2023.12.23,22:44:31,120+1,0-1,joseluisirrazabal won by resignation,,alekscottz,joseluisirrazabal,823,868,D08,,54,22,5,0,False,True,KPPPR vs KBNPR
3577,Live Chess,Chess.com,2023.12.23,22:35:53,120+1,1-0,philgee19 won by checkmate,,philgee19,alekscottz,928,838,B23,,61,16,4,0,True,True,KNPPPPPQR vs KPPPQRR
3578,Live Chess,Chess.com,2023.12.23,21:25:10,120+1,1-0,alekscottz won on time,,alekscottz,WhitewinePirat,851,843,D38,,85,22,12,0,False,True,KPPPPPP vs KPP
3579,Live Chess,Chess.com,2023.12.23,21:15:31,300,1-0,alekscottz won by checkmate,,alekscottz,kaiescobar,1000,1003,D06,,63,14,3,0,True,True,KBNPPPPPPR vs KPPPPPPR
3580,Let's Play!,Chess.com,2023.12.18,13:54:35,1/86400,0-1,Trex61usa won on time,,alekscottz,Trex61usa,1116,398,D06,,8,0,0,0,False,False,KBBNNPPPPPPPPQRR vs KBBNNPPPPPPPPQRR
3581,Live Chess,Chess.com,2023.12.22,18:13:42,300,0-1,alekscottz won by resignation,,Lewinci,alekscottz,901,992,B30,,7,2,0,0,False,False,KBBNNPPPPPPPQRR vs KBBNNPPPPPPPQRR
3582,Live Chess,Chess.com,2023.12.22,17:05:25,300,0-1,alekscottz won by checkmate,,Purplecat5,alekscottz,1000,986,A43,,80,17,8,0,True,True,KPPPPPR vs KNPPPPPR
3583,Live Chess,Chess.com,2023.12.22,16:51:39,300,1/2-1/2,Game drawn by repetition,,alekscottz,marcopicchio,977,1053,D25,,72,10,0,0,True,True,KBPPPPPPPQR vs KPPPPPPPQRR
3584,Live Chess,Chess.com,2023.12.22,16:21:10,300,0-1,alekscottz won by checkmate,,Ruumburak4,alekscottz,938,975,A04,,86,15,7,0,True,False,KPPPQRR vs KBNPPPPPQR
3585,Let's Play!,Chess.com,2023.12.18,13:58:56,1/86400,1-0,alekscottz won by checkmate,,alekscottz,happy2destroyu,1116,100,A40,,7,0,1,0,False,False,KBBNNPPPPPPPPQRR vs KBBNNPPPPPPPPQRR
3586,Live Chess,Chess.com,2023.12.22,15:23:16,300,1-0,alekscottz won by checkmate,,alekscottz,sirfrancis21,968,995,D30,,55,16,3,0,True,True,KBPPPPR vs KBPPPPPRR
3587,Live Chess,Chess.com,2023.12.22,14:54:57,300,0-1,daledoback91 won by resignation,,alekscottz,daledoback91,959,931,D30,,49,20,2,0,True,True,KNPPPP vs KPPPRR
3588,Live Chess,Chess.com,2023.12.22,06:04:06,300,1-0,vajakejake won by resignation,,vajakejake,alekscottz,1004,968,A41,,77,23,1,0,True,True,KPPPR vs KPPP
3589,Live Chess,Chess.com,2023.12.21,03:02:40,300,0-1,Fish-Guts won by checkmate,,alekscottz,Fish-Guts,975,1006,D43,,68,18,9,0,False,True,KBPPQR vs KBPPPQRR
3590,Live Chess,Chess.com,2023.12.21,02:32:46,300,0-1,alekscottz won on time,,nathan-markee,alekscottz,935,983,B20,,136,28,9,2,True,True,KP vs KP
3591,Live Chess,Chess.com,2023.12.21,00:06:28,300,1-0,soyelreydelastablas won by checkmate,,soyelreydelastablas,alekscottz,962,976,B20,,85,18,9,0,True,True,KPPPQR vs KPPPPPQR
3592,Live Chess,Chess.com,2023.12.20,22:42:34,300,1-0,alekscottz won by resignation,,alekscottz,hookmyrook,985,971,D07,,69,19,11,0,False,False,KNPPPPPPQ vs KBPR
3593,Live Chess,Chess.com,2023.12.20,22:08:10,300,0-1,alekscottz won by resignation,,josteinp,alekscottz,933,977,B23,,74,19,3,0,True,True,KPPR vs KNPPPPPPQ
3594,Live Chess,Chess.com,2023.12.20,21:55:34,300,1-0,alekscottz won on time,,alekscottz,PerfectoisBack,970,968,D07,,91,18,9,0,True,True,KBPPPPPQ vs KBPPPQ
3595,Live Chess,Chess.com,2023.12.20,21:29:57,300,0-1,alekscottz won by resignation,,PEDDLER007,alekscottz,994,962,B20,,41,7,0,0,True,True,KNPPPPPPPQRR vs KBBPPPPPPPQRR
3596,Live Chess,Chess.com,2023.12.20,21:03:26,300,1-0,alekscottz won by resignation,,alekscottz,greenxt,953,906,D20,,81,21,1,1,False,True,KPPPPR vs KPPPP
3597,Live Chess,Chess.com,2023.12.20,20:56:06,300,0-1,alekscottz won on time,,patate1,alekscottz,950,946,B30,,34,3,1,0,True,False,KBNNPPPPPPPPQRR vs KBNNPPPPPPPQRR
3598,Live Chess,Chess.com,2023.12.20,19:15:11,300,1-0,puchmarc won by resignation,,puchmarc,alekscottz,892,937,B20,,95,20,8,0,True,True,KBNPPPP vs KPPPP
3599,Live Chess,Chess.com,2023.12.20,18:49:33,300,0-1,BigHavi won on time,,alekscottz,BigHavi,946,925,D02,,102,24,13,0,False,False,K vs KBNPPPR
3600,Live Chess,Chess.com,2023.12.20,16:31:41,300,1/2-1/2,Game drawn by repetition,,alekscottz,conan0309,955,983,D53,,93,22,12,0,False,True,KPRR vs KPPPRR
3601,Live Chess,Chess.com,2023.12.20,16:20:31,300,0-1,alekscottz won on time,,B0R999,alekscottz,923,954,B51,,74,18,3,0,True,True,KPPPPQ vs KBPPPPPQ
3602,Live Chess,Chess.com,2023.12.20,16:11:12,300,1/2-1/2,Game drawn by stalemate,,horwin62,alekscottz,974,946,B20,,94,22,4,0,True,True,KP vs KPPPPQRR
3603,Live Chess,Chess.com,2023.12.20,03:49:02,300,1-0,alekscottz won on time,,alekscottz,Cheefknight,945,1003,A45,,107,20,16,0,False,True,KPPR vs KPPPPPPR
3604,Live Chess,Chess.com,2023.12.20,03:00:56,300,0-1,alekscottz won by resignation,,stansarr,alekscottz,851,935,B30,,32,8,1,0,True,True,KNPPPPPPQRR vs KBNPPPPPPPQRR
3605,Live Chess,Chess.com,2023.12.20,02:50:00,300,0-1,alekscottz won by checkmate,,meinbus,alekscottz,821,929,A00,,92,19,7,1,True,True,KPPPPP vs KPPQQRR
3606,Live Chess,Chess.com,2023.12.20,02:44:30,300,0-1,UggoBishop won by checkmate,,alekscottz,UggoBishop,923,967,A43,,44,11,1,0,True,True,KBNPPPPPPQRR vs KBBPPPQRR
3607,Live Chess,Chess.com,2023.12.20,01:07:52,300,0-1,godserena7 won by resignation,,alekscottz,godserena7,930,972,D35,,62,14,2,0,True,False,KBPPPPPPP vs KBNPPPPPR
3608,Live Chess,Chess.com,2023.12.20,00:58:19,300,0-1,alekscottz won on time,,amercat,alekscottz,945,937,B33,,42,12,1,0,True,True,KNPPPPPQRR vs KBNPPPPQRR
3609,Live Chess,Chess.com,2023.12.20,00:07:12,300,1-0,alekscottz won by checkmate,,alekscottz,MelihEmreKaya,928,939,A43,,83,22,8,1,True,True,KPPPPQQ vs KPR
3610,Live Chess,Chess.com,2023.12.19,23:31:54,300,1-0,alekscottz won by checkmate,,alekscottz,K23K,919,896,A43,,153,26,24,0,False,True,KPPR vs KR
3611,Live Chess,Chess.com,2023.12.19,22:56:03,300,1-0,alekscottz won on time,,alekscottz,Bigmike2020,911,931,A40,,61,13,2,0,True,True,KBBPPPPPPPRR vs KBPPPQR
3612,Live Chess,Chess.com,2023.12.19,22:39:02,300,1-0,Lost_Stalker won by resignation,,Lost_Stalker,alekscottz,931,902,A36,,107,27,8,1,True,True,KPP vs KP
3613,Live Chess,Chess.com,2023.12.19,22:31:01,300,1-0,alekscottz won by resignation,,alekscottz,RonWeasley00,910,849,E61,,55,12,3,0,True,True,KBNPPPPPPQR vs KBNPPPPPR
3614,Live Chess,Chess.com,2023.12.19,22:29:20,300,0-1,alekscottz won - game abandoned,,leftis27,alekscottz,883,903,B20,,6,0,0,0,False,False,KBBNNPPPPPPPPQRR vs KBBNNPPPPPPPPQRR
3615,Live Chess,Chess.com,2023.12.19,22:18:28,300,0-1,fiatquore won by resignation,,alekscottz,fiatquore,895,948,D06,,36,11,6,0,False,False,KBNPPPPQRR vs KBBNPPPPQRR
3616,Live Chess,Chess.com,2023.12.19,21:19:40,300,1/2-1/2,Game drawn by agreement,,Gadelen,alekscottz,907,902,B32,,115,26,17,0,True,False,KPR vs KPR
3617,Live Chess,Chess.com,2023.12.19,19:43:18,300,0-1,alekscottz won by checkmate,,pepedxb,alekscottz,843,902,B20,,98,24,13,0,True,True,KP vs KPPPQR
3618,Live Chess,Chess.com,2023.12.19,18:57:32,300,1-0,alekscottz won by resignation,,alekscottz,elegant_flame5238,895,907,A40,,52,12,3,0,False,True,KBPPPPPPQRR vs KBPPPPPQR
3619,Live Chess,Chess.com,2023.12.19,18:01:12,300,1-0,Alex0621_n won by resignation,,Alex0621_n,alekscottz,930,886,B33,,33,11,0,0,True,True,KBNPPPPPQRR vs KBPPPPPQRR
3620,Live Chess,Chess.com,2023.12.19,17:22:54,300,0-1,egdolkcor won on time,,alekscottz,egdolkcor,893,920,D20,,102,23,5,0,True,True,KPP vs KBPPPR
3621,Live Chess,Chess.com,2023.12.18,16:40:37,300,0-1,aerojolly won by resignation,,alekscottz,aerojolly,901,959,D07,,54,16,11,0,False,True,KBPPPP vs KNPPPPPPQR
3622,Live Chess,Chess.com,2023.12.18,16:37:15,300,1-0,alekscottz won by checkmate,,alekscottz,maxmavsrock,908,847,D07,,31,7,2,0,False,True,KBNNPPPPPPPQRR vs KBNPPPPPQRR
3623,Live Chess,Chess.com,2023.12.18,16:05:02,300,0-1,alekscottz won by checkmate,,MrZafir,alekscottz,945,901,B30,,76,20,9,0,True,False,KPPPPR vs KPPPRR
3624,Live Chess,Chess.com,2023.12.18,15:53:26,300,0-1,07dynase won by resignation,,alekscottz,07dynase,892,930,A40,,64,14,3,0,True,False,KPPPPPRR vs KBNPPPPPRR
3625,Live Chess,Chess.com,2023.12.18,15:28:02,300,0-1,alekscottz won by resignation,,kenavelino,alekscottz,794,899,B23,,68,12,2,0,True,True,KBPPPPPR vs KBNPPPPPPPQR
3626,Live Chess,Chess.com,2023.12.18,03:07:42,300,0-1,alekscottz won by resignation,,nIwasLikeEmilio,alekscottz,937,893,A30,,58,16,2,0,True,True,KPPPPRR vs KBPPPPQRR
3627,Live Chess,Chess.com,2023.12.18,02:09:52,300,1-0,sassi1371 won by resignation,,sassi1371,alekscottz,840,884,B32,,25,8,1,0,False,True,KBNPPPPPPPQRR vs KBNPPPPPQRR
3628,Live Chess,Chess.com,2023.12.18,01:55:30,300,1-0,alekscottz won by checkmate,,alekscottz,MingeFlaps69,893,947,A40,,133,26,15,3,True,True,KPQQ vs KQ
3629,Live Chess,Chess.com,2023.12.18,01:53:14,300,0-1,RationalHuman1 won by resignation,,alekscottz,RationalHuman1,883,959,D31,,30,6,0,0,True,False,KBNPPPPPPPPRR vs KBNPPPPPPPQRR
3630,Live Chess,Chess.com,2023.12.18,00:13:23,300,1-0,alekscottz won by checkmate,,alekscottz,oscarhazell,890,848,A10,,87,21,8,0,True,True,KPPPQ vs KBNPPP
3631,Live Chess,Chess.com,2023.12.18,00:11:55,300,1-0,TonyRawChess won by checkmate,,TonyRawChess,alekscottz,914,883,B32,,31,8,1,0,True,True,KBBPPPPPPPQRR vs KBNPPPPPQRR
3632,Live Chess,Chess.com,2023.12.18,00:06:23,300,1-0,beefnio won by resignation,,beefnio,alekscottz,990,891,A04,,57,16,4,0,True,True,KPPPPPPQRR vs KBPPPQ
3633,Live Chess,Chess.com,2023.12.17,23:49:05,300,1-0,Wijdh won by resignation,,x-5007371086,alekscottz,924,897,B22,,55,13,1,0,True,True,KBNNPPPPPQ vs KBNPPPPPP
3634,Live Chess,Chess.com,2023.12.17,20:32:06,300,0-1,McPottymouth won on time,,alekscottz,McPottymouth,905,951,D43,,128,24,12,0,True,True,KPPR vs KPPR
3635,Live Chess,Chess.com,2023.12.17,20:16:54,300,1-0,x-adde won by resignation,,x-adde,alekscottz,849,912,C41,,69,13,3,0,True,True,KPPPPPPQRR vs KNPPPPQRR
3636,Live Chess,Chess.com,2023.12.17,18:38:13,300,1/2-1/2,Game drawn by stalemate,,alekscottz,hotblaxk,922,893,D43,,113,27,13,0,True,True,KPPP vs K
3637,Live Chess,Chess.com,2023.12.17,18:08:57,300,0-1,alekscottz won on time,,AdamsJack,alekscottz,866,923,B36,,84,22,7,1,True,True,KBPPP vs KPPPP
3638,Live Chess,Chess.com,2023.12.17,17:03:49,300,1-0,alekscottz won by resignation,,alekscottz,lukeag,916,880,D43,,53,14,9,0,False,True,KBNPPPPPPQRR vs KBPPPQ
3639,Live Chess,Chess.com,2023.12.17,16:34:32,300,1-0,alekscottz won on time,,alekscottz,apamidi,908,885,D12,,107,24,17,1,True,True,KQRR vs KPPQ
3640,Live Chess,Chess.com,2023.12.16,23:53:04,300,1-0,Dijaime won by checkmate,,Dijaime,alekscottz,918,900,B01,,55,14,3,0,True,True,KBNPPPPQRR vs KBPPPQRR
3641,Live Chess,Chess.com,2023.12.16,23:08:02,300,1-0,y_BlatantVolcano won by checkmate,,y_BlatantVolcano,alekscottz,915,908,B20,,99,26,15,0,True,False,KNR vs KPR
3642,Live Chess,Chess.com,2023.12.16,22:04:42,300,1-0,brgljt won by resignation,,brgljt,alekscottz,956,916,B21,,27,5,3,0,False,False,KBBNNPPPPPPQRR vs KBBNPPPPPPPQR
3643,Live Chess,Chess.com,2023.12.16,21:48:01,300,0-1,Fish-Guts won by checkmate,,alekscottz,Fish-Guts,923,943,D50,,96,22,17,0,True,True,KNPPPPR vs KPR
3644,Live Chess,Chess.com,2023.12.16,21:15:20,300,0-1,Krcska_41 won by resignation,,alekscottz,Krcska_41,931,966,A40,,20,3,0,0,False,False,KBBNPPPPPPPQRR vs KBNNPPPPPPPPQRR
3645,Live Chess,Chess.com,2023.12.16,20:38:28,300,1-0,manituhh won by resignation,,manituhh,alekscottz,866,939,B50,,37,12,1,0,True,False,KNPPPPPPQRR vs KBNPPPPRR
3646,Live Chess,Chess.com,2023.12.16,19:30:42,300,0-1,lcc26 won by resignation,,alekscottz,lcc26,949,941,D07,,62,15,1,0,False,True,KPPPPPQR vs KNPPPPPQR
3647,Live Chess,Chess.com,2023.12.16,19:24:47,300,0-1,alekscottz won by resignation,,rilzchen,alekscottz,975,958,B02,,32,9,0,0,True,True,KNPPPPPPRR vs KBBNPPPPPPPQR
3648,Live Chess,Chess.com,2023.12.16,19:20:24,300,1-0,Viexdi won by resignation,,Viexdi,alekscottz,950,949,B57,,45,18,4,0,True,True,KBPPPPPR vs KBPPPR
3649,Live Chess,Chess.com,2023.12.16,17:31:08,60+1,1-0,alekscottz won by checkmate,,alekscottz,TheFlusterCluck,832,778,D13,,61,21,5,0,True,True,KNPPPQR vs KPPQ
3650,Live Chess,Chess.com,2023.12.16,17:17:12,300,0-1,alekscottz won by checkmate,,Dadlandl,alekscottz,954,957,A00,,96,17,10,1,True,True,KPPPPR vs KPPPPPPQR
3651,Live Chess,Chess.com,2023.12.16,17:11:41,300,1-0,alekscottz won by checkmate,,alekscottz,ItzLincs,949,955,A85,,91,22,11,1,True,False,KPPPQRR vs KPP
3652,Live Chess,Chess.com,2023.12.16,17:05:36,300,0-1,alekscottz won by resignation,,Kinng23,alekscottz,900,940,B30,,36,6,2,0,True,False,KBNPPPPPPPPRR vs KBPPPPPPPPQRR
3653,Live Chess,Chess.com,2023.12.16,16:58:36,300,1-0,alekscottz won by resignation,,alekscottz,Shedreow,933,954,A40,,66,23,4,0,True,True,KBPPPP vs KPP
3654,Live Chess,Chess.com,2023.12.16,16:07:24,300,0-1,calinghibu won by resignation,,alekscottz,calinghibu,924,912,D06,,32,11,2,0,False,False,KBNPPPPPRR vs KBNNPPPPPRR
